marca,nombre_producto,precio,cantidad,precio_unidad,unidad,seccion
DISTRIBUIDORA DE ALIMENTOS NO,Pimentón ryv Frescocampo Kosher x 500 gr,6500,500,13,gr,frutas-y-verduras
CENCOSUD,Malla Naranja Tangrelo x 3000 gr,17980,3002,5.99,gr,frutas-y-verduras
MAKAND,Cilantro Kosher x 100 gr,3900,100,39,gr,frutas-y-verduras
IMP. Y EXP. FENIX,Manzana Royal gala x 6 un,15250,6,2541.67,un,frutas-y-verduras
CUISINE & CO FRESH MP,Lechuga verde crespa cuisine & co,0,null,0,null,frutas-y-verduras
CENCOSUD,Lechuga Batavia x 500 gr,5800,500,11.6,gr,frutas-y-verduras
HUERTOS,Limón Tahití orgánico x 1000 gr,5980,1000,5.98,gr,frutas-y-verduras
NG MERCADOS,Mazorca bandeja x 1000gr,8980,1000,8.98,gr,frutas-y-verduras
ROYAL FRUIT,Albahaca Royal x50gr,2380,50,47.6,gr,frutas-y-verduras
CENCOSUD,Patilla porción x1kgr,3390,500,6.78,gr,frutas-y-verduras
ECOFRUTOS,Espárragos paquete x 500 gr,20000,500,40,gr,frutas-y-verduras
MAKAND,Ensalada vital green x 180gr,9190,500,18.38,gr,frutas-y-verduras
CENCOSUD,Paquete Cebolla Cabezona Roja x 1000gr,5490,1000,5.49,gr,frutas-y-verduras
NO APLICA,Gulupa x 500 gr,2189,500,4.38,gr,frutas-y-verduras
A GRANEL,Patilla común x 6kgr,20340,6000,3.39,gr,frutas-y-verduras
CENCOSUD,Limón Común x 500gr,5250,500,10.5,gr,frutas-y-verduras
CUISINE & CO FRESH MP,Arándanos Cuisine&Co x 125gr,7290,125,58.32,gr,frutas-y-verduras
HORTIFRESCO,Espinaca Bogotana Orgánica,7190,130,55.31,gr,frutas-y-verduras
HORTIFRESCO,Hojas frescas rugrula baby x 150gr,7390,150,49.27,gr,frutas-y-verduras
HORTIFRESCO,Lechuga romana ecológica x120gr,0,null,0,null,frutas-y-verduras
A GRANEL,Papa sin lavar a granel x kg,3580,1000,3.58,gr,frutas-y-verduras
CENCOSUD,Rábano paquete x 500gr,8290,500,16.58,gr,frutas-y-verduras
CENCOSUD,Papaya hawaiana x500gr,7380,500,14.76,gr,frutas-y-verduras
JOSEPH PRODUCTS,Cebolla Larga Vacío x 500 gr,10690,500,21.38,gr,frutas-y-verduras
A GRANEL,Paquete de Repollo Blanco x 1500gr,6585,1500,4.39,gr,frutas-y-verduras
CENCOSUD,Apio por unidad,4290,1,4290,un,frutas-y-verduras
CENCOSUD,Uva red grlobe nacional x 1000 gr,19980,1000,19.98,gr,frutas-y-verduras
MAXIMA MP,Papa pastusa x5000gr,23980,4996,4.8,gr,frutas-y-verduras
A GRANEL,Pepino sin semilla x 1 kg,8990,1000,8.99,gr,frutas-y-verduras
CIELO AZUL,Arándanos Orgánico Cielo Azul x250gr,14990,250,59.96,gr,frutas-y-verduras
HUERTOS,Fresa orgánica x 500 gr,10990,500,21.98,gr,frutas-y-verduras
JBO MP,Calabacín Zuchini x500gr,3445,500,6.89,gr,frutas-y-verduras
DISTRIBUIDORA DE ALIMENTOS NO,Tomate chonto Frescocampo kosher x 1000gr,9180,1000,9.18,gr,frutas-y-verduras
CENCOSUD,Maíz dulce bandeja,8780,1000,8.78,gr,frutas-y-verduras
CENCOSUD,Guayaba Manzana x 500gr,3290,500,6.58,gr,frutas-y-verduras
IMP. Y EXP. FENIX,Manzana mix paquete x 6 un,9490,6,1581.67,un,frutas-y-verduras
FRUDELCA,Toronja nacional x 1000 gr,4980,1000,4.98,gr,frutas-y-verduras
A GRANEL,Mango azúcar x 500 gr,7990,500,15.98,gr,frutas-y-verduras
MAXIMA MP,Papa sabanera x2500gr,19980,2501,7.99,gr,frutas-y-verduras
CENCOSUD,Mango nam melocotón,6980,1,6980,gr,frutas-y-verduras
HORTIFRESCO,Espinaca tierna orgánica pet,7190,1,7190,un,frutas-y-verduras
A GRANEL,Tomate Chonto x1 kg,9590,1000,9.59,gr,frutas-y-verduras
CENCOSUD,Ñame x 500gr,4490,500,8.98,gr,frutas-y-verduras
GRIMMWAY,Zanahoria baby classic x 250gr,12990,250,51.96,gr,frutas-y-verduras
CENCOSUD,Ahuyama importada x 1500gr,7335,500,14.67,gr,frutas-y-verduras
FRUTINAL,Mora congelada x500gr,6990,500,13.98,gr,frutas-y-verduras
CENCOSUD,Uchuva x 400 gr,4990,400,12.48,gr,frutas-y-verduras
HORTIFRESCO,Hojas frescas espinaca baby x 150gr,8990,150,59.93,gr,frutas-y-verduras
CENCOSUD,Combo manzana y pera x8und x1000g,12990,1000,12.99,gr,frutas-y-verduras
A GRANEL,Batata x 500 gr,5775,500,11.55,gr,frutas-y-verduras
CUISINE & CO FRESH MP,Lechuga Romana Cuisine & Co paquete x 200gr,3990,180,22.17,gr,frutas-y-verduras
CENCOSUD,Raíz china x 250gr,3550,250,14.2,gr,frutas-y-verduras
CUISINE & CO FRESH MP,Lechuga Tropical x200gr,3990,180,22.17,gr,frutas-y-verduras
MAKAND,Apio tallos Kosher x 300g,2067,400,5.17,gr,frutas-y-verduras
CENCOSUD,Malla Naranja Valencia x 3000 gr,8690,2997,2.9,gr,frutas-y-verduras
MAKAND,Perejil liso Kosher x 100 gr,3490,100,34.9,gr,frutas-y-verduras
MASARPA,Estuche de Fresas x1500gr,22990,1500,15.33,gr,frutas-y-verduras
CENCOSUD,Arveja desgrana x 250gr,11890,250,47.56,gr,frutas-y-verduras
CENCOSUD,Cilantro Fresco Naturomar x 70 gr,4490,70,64.14,gr,frutas-y-verduras
DEL HUERTO,Ajo en polvo x 20 gr,3290,20,164.5,gr,frutas-y-verduras
CENCOSUD,Yerbabuena Naturomar x 80 gr,4490,80,56.13,gr,frutas-y-verduras
CENCOSUD,Cidra Papa x 500gr,2980,500,5.96,gr,frutas-y-verduras
CENCOSUD,Lechuga Batavia x500gr,1995,500,3.99,gr,frutas-y-verduras
FRESH GARDEM,Manzana royal grala x12und,26560,12,2213.33,un,frutas-y-verduras
CENCOSUD,Brócoli,5475,500,10.95,gr,frutas-y-verduras
CENCOSUD,Durazno nacional caja x9und,10990,1000,10.99,gr,frutas-y-verduras
CENCOSUD,Brócoli Makanda vinipelado x 450gr,7650,450,17,gr,frutas-y-verduras
CENCOSUD,Albahaca kiska x 50gr,3290,50,65.8,gr,frutas-y-verduras
HORTIFRESCO,Cilantro Orgánico Pet x 50gr,2990,50,59.8,gr,frutas-y-verduras
NATUROMAR,Sábila hoja Naturomar x un,2590,1,2590,un,frutas-y-verduras
JOSEPH PRODUCTS,Yuca en trozos x 500gr,8690,500,17.38,gr,frutas-y-verduras
CANOA,Pulpa de mora x 250gr,5290,250,21.16,gr,frutas-y-verduras
MAKAND,Tallos de apio Makanda x 300gr,6390,400,15.98,gr,frutas-y-verduras
JOSEPH PRODUCTS,Arveja x 500gr,20590,500,41.18,gr,frutas-y-verduras
A GRANEL,Frijol sabanero a granel x 500gr,11880,500,23.76,gr,frutas-y-verduras
CUISINE & CO FRESH MP,Champiñón Cuisine&Co mixtura gourmet x 350gr,8990,350,25.69,gr,frutas-y-verduras
MAKAND,Espinaca baby Kosher x 150 gr,9190,200,45.95,gr,frutas-y-verduras
A GRANEL,Melón blanco,8980,1000,8.98,gr,frutas-y-verduras
CENCOSUD,Pera nacional x 500gr,12980,500,25.96,gr,frutas-y-verduras
CENCOSUD,Uva verde nacional x 1000 gr,13690,1000,13.69,gr,frutas-y-verduras
CANOA,Pulpa de guanábana x 250gr,5290,250,21.16,gr,frutas-y-verduras
A GRANEL,Nectarina importada x 500gr,14495,500,28.99,gr,frutas-y-verduras
CENCOSUD,Tomate chonto x 1500gr,8570,1501,5.71,gr,frutas-y-verduras
HASS,Aguacate Hass bandeja x 1500 gr,14750,1874,7.87,gr,frutas-y-verduras
MAKAND,Brócoli tallos Kosher x 200 gr,8490,200,42.45,gr,frutas-y-verduras
EUROSEMILLAS,Tomate cherry Eurosemillas surtido x500g,9590,500,19.18,gr,frutas-y-verduras
CENCOSUD,Mandarina lisa x 500gr,9980,500,19.96,gr,frutas-y-verduras
HORTIFRESCO,Kale orgánico x 150 gr,6490,150,43.27,gr,frutas-y-verduras
NO APLICA,Paquete Repollo Morado x 1500 gr,6870,1500,4.58,gr,frutas-y-verduras
CANOA,Pulpa de mango x 250gr,5190,250,20.76,gr,frutas-y-verduras
CENCOSUD,Apio x 500gr,3289,500,6.58,gr,frutas-y-verduras
CENCOSUD,Manzana red Delicious x 6 un,16200,6,2700,un,frutas-y-verduras
CENCOSUD,Calabaza x1500gr,5250,1500,3.5,gr,frutas-y-verduras
A GRANEL,Alcachofa x500gr,6350,500,12.7,gr,frutas-y-verduras
HORTIFRESCO,Perejil crespo Orgánico Pet,4290,50,85.8,gr,frutas-y-verduras
CANOA,Pulpa maracuyá sin azúcar x 230 gr,4990,230,21.7,gr,frutas-y-verduras
MAKAND,Cogollos hidropónicos Makand x250g,7790,250,31.16,gr,frutas-y-verduras
JOSEPH PRODUCTS,Ahuyama trozos x 500 gr,6690,500,13.38,gr,frutas-y-verduras
JOSEPH PRODUCTS,Frijol desgranado x 500 gr,12990,500,25.98,gr,frutas-y-verduras
A GRANEL,Plátano jumbo x2kgr,28840,2000,14.42,gr,frutas-y-verduras
A GRANEL,Yacón x 1 kg,4680,1000,4.68,gr,frutas-y-verduras
CUISINE & CO FRESH MP,Lechuga verde lisa Insumo hidropónica x180gr,3990,180,22.17,gr,frutas-y-verduras
CENCOSUD,Uva importada estuche x1000g,24650,1000,24.65,gr,frutas-y-verduras
MAXIMA MP,Papa r-12 x5000gr,29940,4998,5.99,gr,frutas-y-verduras
FRESH GARDEM,Manzana granny x 12 un,27890,12,2324.17,un,frutas-y-verduras
CENCOSUD,Uva red grlobe nacional x 1 kg,19980,1000,19.98,gr,frutas-y-verduras
CENCOSUD,Cereza Estuche x 200gr,8990,200,44.95,gr,frutas-y-verduras
DISTRIBUIDORA DE ALIMENTOS NO,Pimentón 3 color Frescocampo kosher x 500 gr,11500,500,23,gr,frutas-y-verduras
ROYAL FRUIT,Yerbabuena Royal x50gr,2380,50,47.6,gr,frutas-y-verduras
ZUGOS,Zumo de limón natural x1000ml,14990,1000,14.99,ml,frutas-y-verduras
CENCOSUD,Mandarina x2kgr,14400,2000,7.2,gr,frutas-y-verduras
FRUTOS TIPICOS NACIONALES S.A.,Fresa congelada x500gr,7690,500,15.38,gr,frutas-y-verduras
HUERTOS,Kale x250gr,6990,250,27.96,gr,frutas-y-verduras
EUROSEMILLAS,Pepino mediterráneo estuche x500gr,9590,500,19.18,gr,frutas-y-verduras
CENCOSUD,Ajo Jumbo importado en malla x450gr,7390,450,16.42,gr,frutas-y-verduras
CUISINE & CO FRESH MP,Zuchinni Cuisine & Co x500gr,7890,500,15.78,gr,frutas-y-verduras
MAKAND,Brócoli Makanda tallos x 300 gr,9990,200,49.95,gr,frutas-y-verduras
CENCOSUD,Limón común x 1000 gr,7580,1000,7.58,gr,frutas-y-verduras
ROYAL FRUIT,guascas Royal x50gr,2380,50,47.6,gr,frutas-y-verduras
CUISINE & CO FRESH MP,Champiñón Cuisine&Co crimini x 250gr,8990,250,35.96,gr,frutas-y-verduras
HORTIFRESCO,Rábano Rojo orgánico x150gr,6490,150,43.27,gr,frutas-y-verduras
CENCOSUD,Uva surtida x 1000 gr,20280,1000,20.28,gr,frutas-y-verduras
NO APLICA,Manzana anna,10480,1000,10.48,gr,frutas-y-verduras
MAKAND,Acelga Kosher x 500 gr,3590,500,7.18,gr,frutas-y-verduras
A GRANEL,Naranja navel importada x500gr,14290,500,28.58,gr,frutas-y-verduras
HORTIFRESCO,Lechuga verde crespa ecológica x120gr,0,null,0,null,frutas-y-verduras
NATUROMAR,Romero fresco Naturomar x 75 gr,4490,75,59.87,gr,frutas-y-verduras
DISTRIBUIDORA DE ALIMENTOS NO,Rugula baby Frescocampo kosher x 180 gr,8990,180,49.94,gr,frutas-y-verduras
A GRANEL,Higros x 500 gr,6900,500,13.8,gr,frutas-y-verduras
CENCOSUD,Uva isabella estuche x 500gr,4350,500,8.7,gr,frutas-y-verduras
GRANAROMA,Laurel Granaroma x 10 gr,4150,10,415,gr,frutas-y-verduras
DISTRIBUIDORA DE ALIMENTOS NO,Habichuelina Frescocampo x 250 gr,9500,250,38,gr,frutas-y-verduras
A GRANEL,Yuca parafinada x 500 gr,7690,500,15.38,gr,frutas-y-verduras
A GRANEL,Tomate san Marzano,8390,500,16.78,gr,frutas-y-verduras
HORTIFRESCO,Cebolla puerro ecológica x500gr,0,null,0,null,frutas-y-verduras
EUROSEMILLAS,Tomates rose estuche x500gr,8890,500,17.78,gr,frutas-y-verduras
CENCOSUD,Cebollín Ecológico x50gr,4990,50,99.8,gr,frutas-y-verduras
CENCOSUD,guascas kiska x 50 gr,3290,50,65.8,gr,frutas-y-verduras
CENCOSUD,Agraz 250 gramos,11950,250,47.8,gr,frutas-y-verduras
FRUDELCA,Naranja Valencia x 6000 gr,9950,5994,1.66,gr,frutas-y-verduras
CUISINE & CO NBE MP,Jugo de naranja natural Cuisine&Co x500ml,3490,500,6.98,ml,frutas-y-verduras
HORTIFRESCO,Tomate cherry x500gr,5990,500,11.98,gr,frutas-y-verduras
A GRANEL,Mango Yulima x500gr,4380,500,8.76,gr,frutas-y-verduras
CENCOSUD,Lulo Bandeja x1500gr,14190,1500,9.46,gr,frutas-y-verduras
CENCOSUD,Naranja Tangrelo Importada x 500gr,6640,500,13.28,gr,frutas-y-verduras
HORTIFRESCO,Apio ecológico malla x300gr,0,null,0,null,frutas-y-verduras
CANOA,Pulpa Canoa fit congelada fibra sana x 6 un x 540 gr,12390,540,22.94,gr,frutas-y-verduras
HORTIFRESCO,Hojas frescas kale baby x 150gr,9490,150,63.27,gr,frutas-y-verduras
EUROSEMILLAS,Tomate cherry del sol x 500gr,9490,500,18.98,gr,frutas-y-verduras
CENCOSUD,Ciruela Nacional x 700 gr,6755,700,9.65,gr,frutas-y-verduras
CENCOSUD,Champiñón Tajado x 150gr,4990,150,33.27,gr,frutas-y-verduras
CUISINE & CO NBE MP,Jugo de mandarina natural Cuisine&Co x500ml,4990,500,9.98,ml,frutas-y-verduras
JOSEPH PRODUCTS,Cebolla larga-tallos x300gr,0,null,0,null,frutas-y-verduras
KISKA,Cebollín Kiska Bolsa x50gr,3450,50,69,gr,frutas-y-verduras
AGRICOLA SANTANDER,Cebollín chino x80gr,1090,80,13.63,gr,frutas-y-verduras
FRESH GARDEM,Pera importada x 12 un,29980,12,2498.33,un,frutas-y-verduras
CANOA,Pulpa de Fruta Congelada Canoa Mango x 900 gr,13090,900,14.54,gr,frutas-y-verduras
A GRANEL,Tomate milano,7180,500,14.36,gr,frutas-y-verduras
HORTIFRESCO,Perejil liso orgánico pet x 50 gr,2450,50,49,gr,frutas-y-verduras
HORTIFRESCO,Rugula orgánica x 150gr,9190,120,76.58,gr,frutas-y-verduras
CUISINE & CO FRESH MP,Champiñón Cuisine&Co shiitake x 100gr,8390,100,83.9,gr,frutas-y-verduras
GRANAROMA,Ajo grano Granaroma x 16 gr,4050,16,253.13,gr,frutas-y-verduras
FRESH GARDEM,Manzana mixta x12und,27890,12,2324.17,un,frutas-y-verduras
CANOA,Pulpa lulo sin azúcar x 230 gr,4990,230,21.7,gr,frutas-y-verduras
CENCOSUD,Feijoa x 500gr,11980,500,23.96,gr,frutas-y-verduras
POPSY,Pulpa Popsy mora x400gr,9590,400,23.98,gr,frutas-y-verduras
CANOA,Pulpa Canoa Mango x6und x540gr,7190,540,13.31,gr,frutas-y-verduras
CUISINE & CO FRESH MP,Lechuga Cuisine & Co verde crespa x130gr,4490,163,27.63,gr,frutas-y-verduras
POPSY,Pulpa Popsy fresa x400gr,9590,400,23.98,gr,frutas-y-verduras
DISTRIBUIDORA DE ALIMENTOS NO,Tomate Frescocampo kosher x 1000 gr,11500,1000,11.5,gr,frutas-y-verduras
CENCOSUD,Coliflor,4595,500,9.19,gr,frutas-y-verduras
CENCOSUD,Frambuesa amarilla x125g,19990,125,159.92,gr,frutas-y-verduras
A GRANEL,Frijol verde desgranado x1kgr,15980,1000,15.98,gr,frutas-y-verduras
HORTIFRESCO,Lechuga verde lisa ecológica x120gr,0,null,0,null,frutas-y-verduras
FRESKIFRUTA,Fruta picada de piña Freskifruta x 500gr,5590,500,11.18,gr,frutas-y-verduras
CANOA,Pulpa de lulo x 250gr,5290,250,21.16,gr,frutas-y-verduras
HORTIFRESCO,Cebolla puerro Hortifresco picada x100gr,4890,100,48.9,gr,frutas-y-verduras
CANOA,Pulpa Canoa Maracuyá x6und x540gr,9590,540,17.76,gr,frutas-y-verduras
CANOA,Pulpa de mandarina Canoa x 250 gr,5290,250,21.16,gr,frutas-y-verduras
PROPAPAS,Papa amarilla mediana x500gr,5490,500,10.98,gr,frutas-y-verduras
MAKAND,Tallo apio kosher x 400 gr,6890,400,17.23,gr,frutas-y-verduras
GRANAROMA,Anís estrellado Granaroma x16gr,4990,16,311.88,gr,frutas-y-verduras
ROYAL FRUIT,Menta Royal Fruit x50gr,2690,50,53.8,gr,frutas-y-verduras
INTER ORIENTE LTDA,Dátiles frescos x 300gr,24980,300,83.27,gr,frutas-y-verduras
ZULIMON,Zumo de Limón Zulimon 1000ml,13990,1000,13.99,ml,frutas-y-verduras
DISTRIBUIDORA DE ALIMENTOS NO,Espinaca baby Frescocampo kosher x 180 gr,9490,180,52.72,gr,frutas-y-verduras
CENCOSUD,Tallos Brócoli y Coliflor x200gr,9990,200,49.95,gr,frutas-y-verduras
CANOA,Pulpa de fruta fresa sin azúcar x230gr,4690,230,20.39,gr,frutas-y-verduras
CUISINE & CO FRESH MP,Champiñón Cuisine&Co pleurotus x 250gr,11990,250,47.96,gr,frutas-y-verduras
JOSEPH PRODUCTS,Verdura campesina x 500 gr,10890,500,21.78,gr,frutas-y-verduras
HORTIFRESCO,Brotes mix x30gr,0,null,0,null,frutas-y-verduras
CENCOSUD,Cebolla Puerro,5478,500,10.96,gr,frutas-y-verduras
VERDISSIMAS S A S,Kale x 200 gr,5290,200,26.45,gr,frutas-y-verduras
CENCOSUD,guascas Kiska bolsa x50gr,3450,50,69,gr,frutas-y-verduras
DEFRESCURA,Lechuga crespa hidropónica x180gr,3490,180,19.39,gr,frutas-y-verduras
CENCOSUD,Cubios a granel x 500gr,2739,500,5.48,gr,frutas-y-verduras
CANOA,Pulpa Canoa fit congelada corazón verde x 6 un x 540 gr,11090,540,20.54,gr,frutas-y-verduras
JOSEPH PRODUCTS,Mazorca pelada x 600 gr,11990,600,19.98,gr,frutas-y-verduras
MAKAND,Lechuga verde lisa pet x 130 gr,5390,130,41.46,gr,frutas-y-verduras
GRIMMWAY,Zanahoria baby orgánica x 450gr,23990,450,53.31,gr,frutas-y-verduras
CANOA,Pulpa Canoa fit congelada mente brillante x 6 un x 540 gr,12790,540,23.69,gr,frutas-y-verduras
GRANEL,Champiñón Oyster Orellana granel,13189,500,26.38,gr,frutas-y-verduras
A GRANEL,Carambolo,6980,1000,6.98,gr,frutas-y-verduras
GRANAROMA,Cardamomo entero Granaroma x10gr,4050,10,405,gr,frutas-y-verduras
HORTIFRESCO,Brotes Rugula x30gr,6390,30,213,gr,frutas-y-verduras
CANOA,Pulpa mango sin azúcar x 230gr,4690,230,20.39,gr,frutas-y-verduras
CENCOSUD,Albahaca Kiska x 50 gr,3290,50,65.8,gr,frutas-y-verduras
MORAS DE ORIENTE,Fresa estuche x1000gramos,14290,1000,14.29,gr,frutas-y-verduras
FRESKIFRUTA,Fruta picada de fresa Freskifruta x 500gr,7990,500,15.98,gr,frutas-y-verduras
AGROSERES,Aguacate ecológico x 500 gr,6990,500,13.98,gr,frutas-y-verduras
DEFRESCURA,Rugula x 150 gr,6850,150,45.67,gr,frutas-y-verduras
ZULIMON,Zumo de Limón Zulimon 335ml,5900,335,17.61,ml,frutas-y-verduras
FRESKIFRUTA,Mango Congelado x500gr,0,null,0,null,frutas-y-verduras
NATUROMAR,Laurel y tomillo fresco naturomar x 75 gr,4490,75,59.87,gr,frutas-y-verduras
AGROEXPRESS,Frijol bolsa x 1kgr,9500,1000,9.5,gr,frutas-y-verduras
POPSY,Pulpa Popsy maracuyá x400gr,9990,400,24.98,gr,frutas-y-verduras
JBO MP,guisantes x250gr,9790,250,39.16,gr,frutas-y-verduras
DEFRESCURA,Espinaca baby bolsa De frescura x200gr,8290,200,41.45,gr,frutas-y-verduras
CENCOSUD,Ciruela nacional caja x1kg,8500,1000,8.5,gr,frutas-y-verduras
CENCOSUD,Ajo al vacío x80gr,4790,80,59.88,gr,frutas-y-verduras
MARCA BALNCA,Aguacate hass,3000,625,4.8,un,frutas-y-verduras
CUISINE & CO FRESH MP,Lechuga romana morada Insumo hidropónica x180gr,3990,120,33.25,gr,frutas-y-verduras
ROYAL FRUIT,Romero Royal Fruit x50gr,2380,50,47.6,gr,frutas-y-verduras
Patacon toston paquete por 5 u,Tostón mediano x16 un,11990,1,11990,un,frutas-y-verduras
BIOEXTRACTOS,Anis deshidratado x15gr,4890,15,326,gr,frutas-y-verduras
GRANAROMA,Flor de Jamaica Granaroma paquete x 60 gr,11990,60,199.83,gr,frutas-y-verduras
INSUALIMENTOS,Banano Deshidratado x 200 gr,12590,200,62.95,gr,frutas-y-verduras
NIETO Y MILEVCIC LTDA,Champiñón Entero x500gr,11990,500,23.98,gr,frutas-y-verduras
JOSEPH PRODUCTS,Sopa de verduras x 500 gr,9690,500,19.38,gr,frutas-y-verduras
CANOA,Pulpa Canoa maracuyá x250gr,5390,250,21.56,gr,frutas-y-verduras
MAKAND,Coliflor tallos Kosher x 200 gr,7990,200,39.95,gr,frutas-y-verduras
FRESH GARDEN,Kale en hojas freshgarden 150gr,8490,150,56.6,gr,frutas-y-verduras
GRANAROMA,Clavo Entero Granaroma x 16 gr,4050,16,253.13,gr,frutas-y-verduras
PROPAPAS,Papa Richi x1000grs,3990,1000,3.99,gr,frutas-y-verduras
CENCOSUD,Yerbabuena kiska x 50 gr,3290,50,65.8,gr,frutas-y-verduras
DEL HUERTO,Canela astilla Del Huerto x10gr,2990,10,299,gr,frutas-y-verduras
ROYAL FRUIT,Cilantro Royal x50gr,2380,50,47.6,gr,frutas-y-verduras
CENCOSUD,Champiñón rodajas x500gr,11990,500,23.98,gr,frutas-y-verduras
DISTRIBUIDORA DE ALIMENTOS NO,Tomate cherry Frescocampo kosher x 500 gr,11690,500,23.38,gr,frutas-y-verduras
CANOA,Pulpa Canoa Mora x6und x540gr,8790,540,16.28,gr,frutas-y-verduras
A GRANEL,Espinaca x 1000gr,6990,1000,6.99,gr,frutas-y-verduras
CENCOSUD,Romero Granaroma x 16 gr,4150,16,259.38,gr,frutas-y-verduras
CENCOSUD,Perejil liso Kiska x 50 gr,3290,50,65.8,gr,frutas-y-verduras
ROYAL FRUIT,Manzanilla Royal x50gr,2380,50,47.6,gr,frutas-y-verduras
PARMES,Tomillo x15gr,2190,15,146,gr,frutas-y-verduras
CENCOSUD,guanábana x 3500gr,30730,3500,8.78,gr,frutas-y-verduras
ECOFRUTOS,Pepino melón x 500 gr,10538,500,21.08,gr,frutas-y-verduras
CENCOSUD,Papayuela x 500gr,6990,500,13.98,gr,frutas-y-verduras
HORTIFRESCO,Cebolla junca ecológica x500gr,9490,500,18.98,gr,frutas-y-verduras
JBO MP,Guayaba congelada frozen JBO x500gr,5290,500,10.58,gr,frutas-y-verduras
KILOL,Desinfectante de frutas y vegetales kilo x 500gr,25990,500,51.98,ml,frutas-y-verduras
MAKRO,Fresa congelada empacada x1000gr,13950,1000,13.95,gr,frutas-y-verduras
CENCOSUD,Agraz x125gr,8950,125,71.6,gr,frutas-y-verduras
HORTIFRESCO,Cogollitos pet x 250 gr,6990,250,27.96,gr,frutas-y-verduras
CENCOSUD,Champiñón Laminado x 250gr,6990,250,27.96,gr,frutas-y-verduras
HORTIFRESCO,Cebollín Hortifresco picado x50gr,5090,50,101.8,gr,frutas-y-verduras
GRANAROMA,Paprika dulce molida Granaroma x 16 gr,4050,16,253.13,gr,frutas-y-verduras
NATUROMAR,Limonaria fresca naturomar x 120 gr,4490,120,37.42,gr,frutas-y-verduras
MARCA BALNCA,Zanahoria,2990,1,2990,un,frutas-y-verduras
GRANEL,Tomate uvalina granel,16890,500,33.78,gr,frutas-y-verduras
CENCOSUD,Papa Nevada x 1.5K,14590,1499,9.73,gr,frutas-y-verduras
CANOA,Pulpa Canoa guanábana x6und x540gr,9590,540,17.76,gr,frutas-y-verduras
DISTRIBUIDORA DE ALIMENTOS NO,Zanahoria Frescocampo baby x 250gr,8380,250,33.52,gr,frutas-y-verduras
CENCOSUD,Tomate cherry granel,13290,500,26.58,gr,frutas-y-verduras
HUERTOS,Cebolla Puerro Ecológico x 500 gr,8990,500,17.98,gr,frutas-y-verduras
THE FARM,Mix de espinaca y lechuga Popeye x50gr,0,null,0,null,frutas-y-verduras
BIOEXTRACTOS,Ajo en polvo deshidratado x15gr,3890,15,259.33,gr,frutas-y-verduras
HORTIFRESCO,Brotes Brócoli x30gr,5990,30,199.67,gr,frutas-y-verduras
A GRANEL,Cebolla Puerro Baby x 300gr,4890,300,16.3,gr,frutas-y-verduras
GRANAROMA,Laurel molido Granaroma x 16 gr,4390,16,274.38,gr,frutas-y-verduras
MAKAND,Perejil crespo Kosher x 100 gr,3490,100,34.9,gr,frutas-y-verduras
POINSETIAS DE COLOMBIA,Poinsettia de navidad grande,23900,1,23900,un,frutas-y-verduras
CENCOSUD,Naranja valencia jumbo x 10kgr,17490,10,1749,gr,frutas-y-verduras
A GRANEL,Pomelo rojo importado x 500 gr,7450,500,14.9,gr,frutas-y-verduras
FRUTINAL,Mango congelado x500gr,7350,500,14.7,gr,frutas-y-verduras
CENCOSUD,Fruta picada de mora Freskifruta x 500gr,9290,500,18.58,gr,frutas-y-verduras
CANOA,Pulpa de fresa x 250gr,5290,250,21.16,gr,frutas-y-verduras
HORTIFRESCO,Zanahoria baby x 250 gr,4990,250,19.96,gr,frutas-y-verduras
GRANAROMA,Semilla chía Granaroma x40gr,4990,40,124.75,gr,frutas-y-verduras
GRANAROMA,Albahaca Granaroma x16gr,4150,16,259.38,gr,frutas-y-verduras
PROPAPAS,Frijol Verde Bandeja x400gr,3590,1,3590,un,frutas-y-verduras
CUISINE & CO FRESH MP,Paquete Lechuga Morada Crespa x200gr,3990,180,22.17,gr,frutas-y-verduras
KISKA,guasca x60gr,1090,60,18.17,gr,frutas-y-verduras
CENCOSUD,Kiwi bandeja por 1000 gr,17850,1000,17.85,gr,frutas-y-verduras
KILOL,Desinfectante de frutas y vegetales kilo,11990,120,99.92,ml,frutas-y-verduras
CENCOSUD,Zapote x 500gr,8700,500,17.4,gr,frutas-y-verduras
HORTIFRESCO,Brócoli ecológico bandeja x250gr,9590,250,38.36,gr,frutas-y-verduras
CANOA,Pulpa de Tamarindo x 230 gr,4690,230,20.39,gr,frutas-y-verduras
MAKAND,Apio tallos a granel,10290,500,20.58,gr,frutas-y-verduras
HUERTOS,Acelga ecológica x500gr,0,null,0,null,frutas-y-verduras
CENCOSUD,Ajo x50gr,5990,50,119.8,gr,frutas-y-verduras
AGRICOLA SANTANDER,Ají topito x500gr,4990,500,9.98,gr,frutas-y-verduras
VITA E,Arbolitos de brócoli y coliflor x500gr,5990,500,11.98,gr,frutas-y-verduras
A GRANEL,Melón Charentais x500gr,7800,1,7800,gr,frutas-y-verduras
CENCOSUD,Tomate de árbol x1kgr,4900,1000,4.9,gr,frutas-y-verduras
PROPAPAS,Mazorca regional x500gr,3980,500,7.96,gr,frutas-y-verduras
CHAMPIS,Champiñón Laminado x150gr,4990,150,33.27,gr,frutas-y-verduras
