marca,nombre_producto,precio,cantidad,precio_unidad,unidad,seccion
ALPINA,CUNA QUESO GRUYERE ALPINA 250 Gr,26200,250,104.8,gr,delicatessen
DELIPAVO,SALCHICHAS DE PAVO CAMPESINAS DELIPAVO 250 Gr,34600,250,138.4,gr,delicatessen
VILASECA,Mix De Madurados X 120 Gr,36500,120,304.17,gr,delicatessen
CRYSTAL FARMS MARCA EXCLUSIVA,Queso Mild Cheddar Blq X 226 G,36900,227,162.56,gr,delicatessen
GARCIA BAQUERO MARCA EXCLUSIVA,Queso G.B. Reserva Cuna Garcia Baquero Marca Exclusiva 200 Gr,24900,200,124.5,gr,delicatessen
APETEI,TOFU A LA ITALIANA APETEI 250 Gramo,11900,250,47.6,gr,delicatessen
DELIZIE ITALIA,Perline De Vaca DELIZIE ITALIA 165 Gr,11000,165,66.67,gr,delicatessen
DELIPAVO,Jamón De Pavo Ahumado DELIPAVO,116500,1000,116.5,gr,delicatessen
AHUMADOS PAUL ET SERGE,PECHUG PAVO AHUMAD PISTACH UND AHUMADOS PAUL ET SERGE 250 Gr,29900,250,119.6,gr,delicatessen
SPANISH CHEESE MARCA EXCLUSIVA,Tabla Surtid Taperi Ma Ca Ov I X 125 G,28900,125,231.2,gr,delicatessen
HERR'S,DIP DE SALSA SUAVE HERRS 454 Gr,23000,454,50.66,gr,delicatessen
ALPINA,CUNA QUESO TILSIT AHUMADO ALPINA 180 Gr,20100,180,111.67,gr,delicatessen
VERDI,Chorizo Vegano Quinoa Y Orella VERDI 250 Gr,15200,250,60.8,gr,delicatessen
CENTURION,SELECCION QUESOS SEMIMADURADOS CENTURION 150 Gr,13100,150,87.33,gr,delicatessen
DEL VECHIO,Queso Prov Con Acte De Oliva,9600,75,128,gr,delicatessen
ALPINA,Queso Parmesano ALPINA,120700,1000,120.7,gr,delicatessen
KOLLER,Salchicha Celofan Corriente KOLLER,54000,1000,54,gr,delicatessen
CENTURION,Fondue CENTURION 400 Gr,45800,400,114.5,gr,delicatessen
BONGRAIN MARCA EXCLUSIVA,Queso Fol Epi Allege Tranches X 150 G,30900,150,206,gr,delicatessen
COLANTA,Pollo Relleno Tajado COLANTA 500 Gr,22800,500,45.6,gr,delicatessen
POMONA,Tocineta Ahumada Pomona,24705,450,54.9,gr,delicatessen
ALPINA,CUNA QUESO TILSIT FINAS HIERBA ALPINA 250 Gr,30300,250,121.2,gr,delicatessen
LA FACTORIA GOURMET,Peperoni 100,18300,100,183,gr,delicatessen
DEL VECHIO,Queso Provolone Aceite De Oliva Y Oregano X 75 G Del Vechio,9600,75,128,gr,delicatessen
SPANISH CHEESE MARCA EXCLUSIVA,Pata Jamón Serrano Estuche Spanish Cheese Marca Exclusiva 6000 Gr,539900,6000,89.98,gr,delicatessen
POMONA,Pechuga De Pavo Tipo Inglesa Pomona,73900,1000,73.9,gr,delicatessen
CENTURION,Queso Azul Danish Torta CENTURION,70000,1000,70,gr,delicatessen
LA FACTORIA GOURMET,Tapa Española LA FACTORIA GOURMET 250 Gr,59900,250,239.6,gr,delicatessen
POMONA,SELC ESP IBERICOS DE BELLOTA Pomona 120 Gr,56100,120,467.5,gr,delicatessen
POMONA,Pechuga De Pavo Ahumada Pomona,24870,300,82.9,gr,delicatessen
POMONA,Roast Beef Pomona,39960,400,99.9,gr,delicatessen
SPANISH CHEESE MARCA EXCLUSIVA,Queso Semicurado Cuna,20900,200,104.5,gr,delicatessen
AHUMADOS PAUL ET SERGE,PERNIL DE CERDO AHUMADO UND AHUMADOS PAUL ET SERGE 250 Gr,25200,250,100.8,gr,delicatessen
MONCASA,Capricho De Cabra Natural MONCASA 145 Gr,24500,145,168.97,gr,delicatessen
CAMPO REAL,Queso Paipa Tajado CAMPO REAL 180 Gr,25500,180,141.67,gr,delicatessen
POMONA,Jamón Tipo Cordero Pomona,11632.5,225,51.7,gr,delicatessen
GYPSY HUMMUS,Hummus Tomates Secos X 200 G,14800,200,74,gr,delicatessen
CASINO MARCA EXCLUSIVA,CAVIAR DE BERENJENA CASINO MARCA EXCLUSIVA 90 Gr,7490,90,83.22,gr,delicatessen
APETEI,TOFU SABOR QUESO APETEI 250 Gramo,11900,250,47.6,gr,delicatessen
DELIPAVO,Pechuga De Pavo Natural DELIPAVO,133900,1000,133.9,gr,delicatessen
SPANISH CHEESE MARCA EXCLUSIVA,Queso Iberico Semicurado La Le Spanish Cheese Marca Exclusiva,85900,1000,85.9,gr,delicatessen
PRESIDENT,SOFT ROQUEFORT SLICE PRESIDENT 100 Gr,27800,100,278,gr,delicatessen
KOLLER,Salami Pimineta Kolle,39700,120,330.83,gr,delicatessen
SPANISH CHEESE MARCA EXCLUSIVA,Queso Oveja Curado Vino Dulce,28900,150,192.67,gr,delicatessen
DELIPAVO,Salchicha Pavo X 220 G,28500,220,129.55,gr,delicatessen
ALCANZA,Queso De Cabra Feta ALCANZA 537 Gr,33800,537,62.94,gr,delicatessen
MARTINEZ SOMALO,CHORIZO CURADO SARTA PICANTE MARTINEZ SOMALO 200 Gr,29900,200,149.5,gr,delicatessen
CRYSTAL FARMS MARCA EXCLUSIVA,Queso Pepper Jack Bloque Pequeño,32900,227,144.93,gr,delicatessen
PORCHI,Cábano A Granel PORCHI,21450,500,42.9,gr,delicatessen
LA FACTORIA GOURMET,Merienda De Salamis LA FACTORIA GOURMET 120 Gr,26300,120,219.17,gr,delicatessen
LA VASQUEZA,Fuet Artesanal LA VASQUEZA 80 G,11500,80,143.75,gr,delicatessen
ALPINA,Queso Tilsit Raclette Natural ALPINA,116600,1000,116.6,gr,delicatessen
MONTITRENTINI MARCA EXCLUSIVA,Grana Padano D.O.P. MONTITRENTINI MARCA EXCLUSIVA,115900,1000,115.9,gr,delicatessen
GARCIA BAQUERO MARCA EXCLUSIVA,Queso G.B. Tapas Premium Garcia Baquero Marca Exclusiva 300 Gr,46900,300,156.33,gr,delicatessen
DIBUFALA,Snack Mozarella Malla DIBUFALA 540 Gr,54900,540,101.67,gr,delicatessen
AHUMADOS PAUL ET SERGE,PERNIL DE CERDO AHUMADO UND AHUMADOS PAUL ET SERGE 500 Gr,42900,500,85.8,gr,delicatessen
VILASECA,Mix Madurados Chrzo Jam Serran X 80 G,34600,80,432.5,gr,delicatessen
LA FACTORIA GOURMET,Jamon Serrano 100g,29900,100,299,gr,delicatessen
LA MAISON DU PATE,Pate Con Hierbas Italianas X 100 Gr,19900,100,199,gr,delicatessen
POMONA,Mix Madurados 120,33800,120,281.67,gr,delicatessen
AHUMADOS PAUL ET SERGE,LOMO DE CERDO AHUMADO UND AHUMADOS PAUL ET SERGE 250 Gr,28900,250,115.6,gr,delicatessen
FRUTTELO,Mermela De Uchuva Y Gengibre Fruttelo 270 Gr,22400,270,82.96,gr,delicatessen
ALPINA,CUNA QUESO TILSIT AHUMADO ALPINA 250 Gr,30900,250,123.6,gr,delicatessen
ALPINA,Cuna Queso Tilsit Finas Hierbas X 180 G,22700,180,126.11,gr,delicatessen
POMONA,Mini Jamón Pomona 1 Und,0,null,0,null,delicatessen
MONTITRENTINI MARCA EXCLUSIVA,Queso Provolone Ahumado MONTITRENTINI MARCA EXCLUSIVA,96900,1000,96.9,gr,delicatessen
BONGRAIN MARCA EXCLUSIVA,FOL EPI CLASSIC TRANCHES BONGRAIN MARCA EXCLUSIVA 150 Gr,28900,150,192.67,gr,delicatessen
CENTURION,Bloque Queso Pepper Jack CENTURION,67600,1000,67.6,gr,delicatessen
TAEQ,Pechuga De Pavo,42600,1000,42.6,gr,delicatessen
POMONA,Pernil De Cerdo Tipo Alemán Pomona,39100,1000,39.1,gr,delicatessen
KOLLER,Salami Tipo Selva Negra KOLLER 120 Gr,35400,120,295,gr,delicatessen
LA VASQUEZA,Jamon Iberico LA VASQUEZA 50 Gr,32900,50,658,gr,delicatessen
SPANISH CHEESE MARCA EXCLUSIVA,Bandeja 3 Embutidos Curados SE,29900,150,199.33,gr,delicatessen
CRYSTAL FARMS MARCA EXCLUSIVA,Queso Marble Jack Blq Pqno,32900,227,144.93,gr,delicatessen
CAMPO REAL,QUESO GOURMET REAL CAMPO REAL 400 Gr,34000,400,85,gr,delicatessen
HERR'S,DIP DE SALSA MEDIO HERRS 454 Gr,23000,454,50.66,gr,delicatessen
MONTICELLO,Salami X 80 Gr,23500,80,293.75,gr,delicatessen
CASA IBAÑEZ,Tapa Ibérica Ibáñez CASA IBAÑEZ 120 Gr,33900,120,282.5,gr,delicatessen
SPANISH CHEESE MARCA EXCLUSIVA,Queso Manchego Ecologico Spanish Cheese Marca Exclusiva 1 Und,0,null,0,null,delicatessen
POMONA,LOMO AHUMADO BOUQUET Pomona,6952.5,225,30.9,gr,delicatessen
MONTS,Jamon Serrano MONTS,17771.6,77,230.8,gr,delicatessen
LA BONNE CUISINE,Hummus Con Finas Hierbas X 200 G,16600,200,83,gr,delicatessen
CUNIT,SALCHICHA CAZADORA CUNIT 500 Gr,12690,500,25.38,gr,delicatessen
FRUTTELO,Mermelada De Guayaba Fruttelo 270 Gr,10500,270,38.89,gr,delicatessen
APETEI,TOFU BURGUER APETEI 200 Gramo,8600,200,43,gr,delicatessen
SPANISH CHEESE MARCA EXCLUSIVA,Queso Puro De Oveja Semicurado Spanish Cheese Marca Exclusiva,129900,1000,129.9,gr,delicatessen
SPANISH CHEESE MARCA EXCLUSIVA,Queso Manchego Semicurado Spanish Cheese Marca Exclusiva,159900,1000,159.9,gr,delicatessen
COLANTA,Queso Emmental COLANTA,114600,1000,114.6,gr,delicatessen
ALPINA,Queso Provolone Bloque ALPINA,122700,1000,122.7,gr,delicatessen
SPANISH CHEESE MARCA EXCLUSIVA,Queso De Cabra Corteza Natural Spanish Cheese Marca Exclusiva,136900,1000,136.9,gr,delicatessen
PRESIDENT,Brie PRESIDENT,106500,1000,106.5,gr,delicatessen
COLANTA,Queso Parmesano Cuna COLANTA,115700,1000,115.7,gr,delicatessen
ALPINA,Queso Emmental ALPINA,127500,1000,127.5,gr,delicatessen
VONK,Edam Barra VONK,85900,1000,85.9,gr,delicatessen
SPANISH CHEESE MARCA EXCLUSIVA,Queso De Oveja Baby Con Trufa Spanish Cheese Marca Exclusiva 1 Und,0,null,0,null,delicatessen
PARISIENNE,Jamón Artesanal Natural PARISIENNE,80400,1000,80.4,gr,delicatessen
CRYSTAL FARMS MARCA EXCLUSIVA,Queso Variedad Pack X 454 G,79900,454,175.99,gr,delicatessen
PRESIDENT,FONDUE 3 QUESOS PRESIDENT 450 Gr,60000,450,133.33,gr,delicatessen
ALPINA,Queso Gruyere Blanco ALPINA,125200,1000,125.2,gr,delicatessen
POMONA,Pastrami De Pavo Pomona,46130,700,65.9,gr,delicatessen
MONCASA,Capricho De Cabra Pimienta 145,27900,145,192.41,gr,delicatessen
POMONA,PROSCIUTTO 400 DIAS MADURACION Pomona 80 Gr,36900,80,461.25,gr,delicatessen
BONGRAIN MARCA EXCLUSIVA,ILE DE FRANCE ROQUEFORT BONGRAIN MARCA EXCLUSIVA 100 Gr,27900,100,279,gr,delicatessen
BONGRAIN MARCA EXCLUSIVA,CHAVROUX CIBOULETTE BONGRAIN MARCA EXCLUSIVA 150 Gr,26900,150,179.33,gr,delicatessen
SPANISH CHEESE MARCA EXCLUSIVA,Cuña Turtida Tapería X 100 G,21900,100,219,gr,delicatessen
BONGRAIN MARCA EXCLUSIVA,CHAVROUX PYRAMIDE NATURE BONGRAIN MARCA EXCLUSIVA 150 Gr,26900,150,179.33,gr,delicatessen
SPANISH CHEESE MARCA EXCLUSIVA,Cuña Turtida Tapería X 100 G,21900,100,219,gr,delicatessen
BONGRAIN MARCA EXCLUSIVA,CHAVROUX PYRAMIDE NATURE BONGRAIN MARCA EXCLUSIVA 150 Gr,26900,150,179.33,gr,delicatessen
SPANISH CHEESE MARCA EXCLUSIVA,RULO CABRA NATURAL Spanish Cheese Marca Exclusiva 180 Gr,27900,180,155,gr,delicatessen
BISTRO MARCA EXCLUSIVA,Lunchitas American BISTRO MARCA EXCLUSIVA 272 Gr,15900,272,58.46,gr,delicatessen
SPANISH CHEESE MARCA EXCLUSIVA,Bandeja Surtida De 4 Embutidos,21900,105,208.57,gr,delicatessen
LA VASQUEZA,Salami Pimienta LA VASQUEZA 100 Gr,18900,100,189,gr,delicatessen
LA VASQUEZA,Pepperoni LA VASQUEZA 100 Gr,18900,100,189,gr,delicatessen
PAPÁ PACHO LECHERÍA,Salar Tipo Feta PAPÁ PACHO LECHERÍA 180 Gr,17900,180,99.44,gr,delicatessen
LA MAISON DU PATE,Pate Con Pimienta X 100 Gr,19900,100,199,gr,delicatessen
PIETRAN,Jamón Estandar PIETRAN,10680,200,53.4,gr,delicatessen
FRUTTELO,Cascos Guayaba Fruttelo 270 Gr,14700,270,54.44,gr,delicatessen
MONTITRENTINI MARCA EXCLUSIVA,QUESO GRANA PADANO DOP RALLADO MONTITRENTINI MARCA EXCLUSIVA 125 Gr,17000,125,136,gr,delicatessen
DELIPAVO,Pechuga De Pavo A La Pimientas DELIPAVO,188000,1000,188,gr,delicatessen
DELIPAVO,Pechuga Mediterranea DELIPAVO,186600,1000,186.6,gr,delicatessen
SPANISH CHEESE MARCA EXCLUSIVA,Queso Cabra Corteza Al Vino Spanish Cheese Marca Exclusiva,146900,1000,146.9,gr,delicatessen
ALPINA,Cuña Queso Emmental ALPINA,137900,1000,137.9,gr,delicatessen
PRESIDENT,Emmental PRESIDENT,124400,1000,124.4,gr,delicatessen
COLANTA,Queso Cheddar COLANTA,92400,1000,92.4,gr,delicatessen
COLANTA,Queso Gruyere Torta COLANTA,107500,1000,107.5,gr,delicatessen
SM,Jamón Serrano LegadLied Tajad,79900,1000,79.9,Kg,delicatessen
VONK,Queso Baby Gouda Cera Natural X 380 G,58900,380,155,gr,delicatessen
AHUMADOS PAUL ET SERGE,SAUCISSES AHUMADOS PAUL ET SERGE 500 Gr,33900,500,67.8,gr,delicatessen
SPANISH CHEESE MARCA EXCLUSIVA,Bandj 3 Embutid Curados Iberic 150,57900,150,386,gr,delicatessen
SPANISH CHEESE MARCA EXCLUSIVA,Bandeja 5 Quesos X 235 G,53900,235,229.36,gr,delicatessen
LA FACTORIA GOURMET,Chorizo Extra Vela Picante 100,17900,100,179,gr,delicatessen
LA VASQUEZA,Tabla Redonda LA VASQUEZA 250 G,52900,250,211.6,gr,delicatessen
SM,Coffee Time Lovers 500 Gr,35900,500,71.8,gr,delicatessen
CRYSTAL FARMS MARCA EXCLUSIVA,Thin Slices Provolone,37900,5501,6.89,gr,delicatessen
POMONA,Lomo Ahumado De Cerdo Pomona,33450,500,66.9,gr,delicatessen
MONTS,Fuet Natural,29400,170,172.94,gr,delicatessen
CASA IBAÑEZ,Mix Madurados CASA IBAÑEZ 180 Gr,39900,180,221.67,gr,delicatessen
LA FACTORIA GOURMET,Prosciutto Italiano 100,32400,100,324,gr,delicatessen
FRUTTELO,Cascos Limón Fruttelo 270 Gr,17900,270,66.3,gr,delicatessen
ALPINA,CUNA QUESO TILSIT NATURAL ALPINA 250 Gr,30300,250,121.2,gr,delicatessen
LA FACTORIA GOURMET,Salami Ungherese,17900,100,179,gr,delicatessen
PAPÁ PACHO LECHERÍA,San Ubatense Tipo Camembert PAPÁ PACHO LECHERÍA 115 Gr,17600,115,153.04,gr,delicatessen
PAPÁ PACHO LECHERÍA,Briollo Tipo Brie PAPÁ PACHO LECHERÍA 100 Gr,17900,100,179,gr,delicatessen
LA FACTORIA GOURMET,Chorizo Extra Vela Natural 100,19100,100,191,gr,delicatessen
PORCHI,Jamón Supreme Seleccionado PORCHI,21950,500,43.9,gr,delicatessen
PORCHI,Jamón Supreme Estándar PORCHI,13950,500,27.9,gr,delicatessen
COLANTA,Queso Gruyere Cuna COLANTA,84200,1000,84.2,gr,delicatessen
MONTS,Jamon Serrano MONTS,203200,1000,203.2,gr,delicatessen
DELALLO MARCA EXCLUSIVA,Aceitunas Calamatta En Aceite DELALLO MARCA EXCLUSIVA,199900,1000,199.9,gr,delicatessen
SPANISH CHEESE MARCA EXCLUSIVA,Queso Manchego 12 Meses Curado Spanish Cheese Marca Exclusiva,169900,1000,169.9,gr,delicatessen
DELIPAVO,Pastrami De Pavo DELIPAVO,151300,1000,151.3,gr,delicatessen
DELIPAVO,Pechuga De Pavo Estilo Cajun DELIPAVO,192300,1000,192.3,gr,delicatessen
LA FACTORIA GOURMET,Salami Finas Hierbas LA FACTORIA GOURMET,124500,1000,124.5,gr,delicatessen
MONTS,Salami Milano Barra MONTS,143300,1000,143.3,gr,delicatessen
PRESIDENT,Pv President Brie 3kg PRESIDENT,106500,1000,106.5,gr,delicatessen
MONTITRENTINI MARCA EXCLUSIVA,Queso Provolone Ahumado MONTITRENTINI MARCA EXCLUSIVA,106900,1000,106.9,gr,delicatessen
VONK,Queso Azul Rueda VONK,109900,1000,109.9,gr,delicatessen
MONTS,Chorizo Extra Vela Natural MONTS,143300,1000,143.3,gr,delicatessen
GARCIA BAQUERO MARCA EXCLUSIVA,Queso G.B. Manchego Curado Garcia Baquero Marca Exclusiva,138900,1000,138.9,gr,delicatessen
COLANTA,Queso Emmental Cuna COLANTA,125400,1000,125.4,gr,delicatessen
DONA LECHE,Queso Raclette DONA LECHE,92100,1000,92.1,gr,delicatessen
GENERICO,Tabla Plegable Zdcb 40 Cocina Cortar Picar Multifuncional,0,null,0,null,delicatessen
CENTURION,Bloque Queso Gouda Ahumado CENTURION,78700,1000,78.7,gr,delicatessen
AHUMADOS PAUL ET SERGE,Pechuga De Pavo AHUMADOS PAUL ET SERGE,92900,1000,92.9,gr,delicatessen
CAMPO REAL,Queso Paipa CAMPO REAL,95100,1000,95.1,gr,delicatessen
BISTRO MARCA EXCLUSIVA,Mild Cheddar BISTRO MARCA EXCLUSIVA,89900,1000,89.9,gr,delicatessen
PARISIENNE,Jamón Artesanal Ahumado PARISIENNE,87300,1000,87.3,gr,delicatessen
ALPINA,Queso Tilsit Hierbas ALPINA,119300,1000,119.3,gr,delicatessen
COLANTA,Queso Holandés COLANTA,87700,1000,87.7,gr,delicatessen
COLACTEOS,Queso Papialpa COLACTEOS,43700,1000,43.7,gr,delicatessen
POMONA,Maduros Italianos X 120 G,45500,120,379.17,gr,delicatessen
SPANISH CHEESE MARCA EXCLUSIVA,Queso De Oveja Con Flores Spanish Cheese Marca Exclusiva 390 Gr,59900,390,153.59,gr,delicatessen
SPANISH CHEESE MARCA EXCLUSIVA,Queso De Oveja Baby Cre Castañ Spanish Cheese Marca Exclusiva 1 Und,0,null,0,null,delicatessen
POMONA,ROLLO DE PAVO BOUQUET Pomona,17955,450,39.9,gr,delicatessen
CATALAN,Jamón York CATALAN 210 Gr,16200,210,77.14,gr,delicatessen
FRUTTELO,Salsa De Uchuva Y Gengibre Fruttelo 290 Gr,29900,290,103.1,gr,delicatessen
COLACTEOS,Queso Tipo Sandwich Tapioka COLACTEOS,39500,1000,39.5,gr,delicatessen
PRESIDENT,Salakis En Saumure PRESIDENT 200 Gr,28900,200,144.5,gr,delicatessen
HERR'S,DIP DE SALSA CON QUESO HERRS 454 Gr,25600,454,56.39,gr,delicatessen
HERR'S,DIP DE SALSA PICANTE HERRS 454 Gr,25600,454,56.39,gr,delicatessen
SPANISH CHEESE MARCA EXCLUSIVA,Queso Oveja Semicur Chilipicant,26900,150,179.33,gr,delicatessen
AHUMADOS PAUL ET SERGE,SAUCISSON AHUMADO NATURALMENTE AHUMADOS PAUL ET SERGE 600 Gr,32900,600,54.83,gr,delicatessen
DELIPAVO,Snack Pechuga Pavo Pimientas DELIPAVO 120 Gr,22900,120,190.83,gr,delicatessen
LA FACTORIA GOURMET,TAPEO DE CHORIZOS LA FACTORIA GOURMET 120 Gr,26300,120,219.17,gr,delicatessen
PARISIENNE,Paté PARISIENNE 120 Gr,14900,120,124.17,gr,delicatessen
DEL VECCHIO,Provolone Curado Lonchas DEL VECCHIO 130 Gr,16600,130,127.69,gr,delicatessen
JAMON VIRGINIA,Salchicha Berlinesa Mini X 240 Gr,11000,240,45.83,gr,delicatessen
COLANTA,Queso Pecorino Cuna COLANTA,102300,1000,102.3,gr,delicatessen
DELIPAVO,Jamón Pavo DELIPAVO,139800,1000,139.8,gr,delicatessen
MONTE NEVADO,Jamón Ibérico De Cebo Lonchas MONTE NEVADO 85 Gr,50800,85,597.65,gr,delicatessen
DELIPAVO,Pechuga Pavo Ahumado DELIPAVO,164600,1000,164.6,gr,delicatessen
VONK,Gouda Plato VONK,354510,3900,90.9,gr,delicatessen
COLANTA,Queso Cheddar Cuna COLANTA,103700,1000,103.7,gr,delicatessen
ALPINA,Queso Sopo Torta ALPINA,114900,1000,114.9,gr,delicatessen
VILASECA,Pepperoni VILASECA,139300,1000,139.3,gr,delicatessen
DELIPAVO,Jamón De Pavo Ahumado Con Miel DELIPAVO,167400,1000,167.4,gr,delicatessen
VILASECA,Jamon Serrano VILASECA,305900,1000,305.9,gr,delicatessen
PLANETA V,Salchicha Vegetal PLANETA V 180 Gr,27900,180,155,gr,delicatessen
COLACTEOS,Gouda Holandés COLACTEOS,73900,1000,73.9,gr,delicatessen
MONTS,Jamon Prosciutto Italiano P MONTS,238100,1000,238.1,gr,delicatessen
SPANISH CHEESE MARCA EXCLUSIVA,Queso Manchego 6 Meses Curado Spanish Cheese Marca Exclusiva,523746.3,3157,165.9,gr,delicatessen
VILASECA,Salami Tipo Italiano VILASECA,170700,1000,170.7,gr,delicatessen
CENTURION,Jamón Serrano Deshuesado CENTURION,175700,1000,175.7,gr,delicatessen
POMONA,Maduros Espaoles X 120 G,45500,120,379.17,gr,delicatessen
DELIPAVO,Pechuga Pavo Estilo Pastrami DELIPAVO,193900,1000,193.9,gr,delicatessen
MONTS,Chorizo Extra Vela Picante MONTS,143300,1000,143.3,gr,delicatessen
LA FACTORIA GOURMET,Tapa Española (SerrChorLom) LA FACTORIA GOURMET 120 Gr,40800,120,340,gr,delicatessen
ALPINA,Queso Tilsit Ahumado ALPINA,112100,1000,112.1,gr,delicatessen
MONTS,CHORIZO SARTA NATURAL MONTS 200 Gr,33500,200,167.5,gr,delicatessen
PORCHI,Jamón De Pollo PORCHI,19061,490,38.9,gr,delicatessen
KRIMA,Base Leche De Almendras KRIMA 200 Gr,51500,200,257.5,gr,delicatessen
COLANTA,Queso Monterey Jack COLANTA,73800,1000,73.8,gr,delicatessen
MONTS,Salami Napoli Barra MONTS,138400,1000,138.4,gr,delicatessen
BISTRO MARCA EXCLUSIVA,Muenster Blq BISTRO MARCA EXCLUSIVA,83900,1000,83.9,gr,delicatessen
KRIMA,Base Leche De Avellanas KRIMA 200 Gr,51500,200,257.5,gr,delicatessen
VILASECA,Jamón Seleccionado Bloque Anch VILASECA,97895.4,1002,97.7,gr,delicatessen
DELALLO MARCA EXCLUSIVA,Aceitunas Green Pitted DELALLO MARCA EXCLUSIVA,163900,1000,163.9,gr,delicatessen
ZENU,Jamón Sandwich ZENU,7620,200,38.1,gr,delicatessen
VERDI,Salchicha Tipo Perro VERDI 320 Gr,15200,320,47.5,gr,delicatessen
COLANTA,Queso Tilsit COLANTA,95500,1000,95.5,gr,delicatessen
SPANISH CHEESE MARCA EXCLUSIVA,Surtido Espanol Tripack,31900,120,265.83,gr,delicatessen
VONK,Queso Baby Gouda Pesto Verde. VONK,152900,1000,152.9,gr,delicatessen
VONK,Queso Baby Gouda Finas Hierbas VONK,116900,1000,116.9,gr,delicatessen
SPANISH CHEESE MARCA EXCLUSIVA,QUESO OVEJA CURADO BRANDY Spanish Cheese Marca Exclusiva 200 Gr,39000,200,195,gr,delicatessen
MONTS,Peperoni MONTS,125600,1000,125.6,gr,delicatessen
PRESIDENT,Madrigal PRESIDENT,129900,1000,129.9,gr,delicatessen
SPANISH CHEESE MARCA EXCLUSIVA,Queso De Cabra Corteza Roja Spanish Cheese Marca Exclusiva,426974.8,3052,139.9,gr,delicatessen
DELALLO MARCA EXCLUSIVA,Aceitunas Pitted Gigante DELALLO MARCA EXCLUSIVA,165900,1000,165.9,gr,delicatessen
DELIPAVO,Pechuga De Pavo A La Naranja DELIPAVO,181400,1000,181.4,gr,delicatessen
PIETRAN,Jamón Pechuga Pollo PIETRAN,58900,1000,58.9,gr,delicatessen
BOADAS FUNDADA EN 1880,Lomo Embuchado Iberico Cebo 50% Al Corte Boadas FUNDADA EN 1880 90 Gr,44100,90,490,gr,delicatessen
MONTE NEVADO,PV Jamon Serra LegadLied Desh MONTE NEVADO 5.5 Kg,450500,6,81909.09,Kg,delicatessen
MONTITRENTINI MARCA EXCLUSIVA,Cacciotta Con Hierbas MONTITRENTINI MARCA EXCLUSIVA,95900,1000,95.9,gr,delicatessen
VONK,Maasdam Rueda VONK,86900,1000,86.9,gr,delicatessen
BISTRO MARCA EXCLUSIVA,Colby Back Blq BISTRO MARCA EXCLUSIVA,89900,1000,89.9,gr,delicatessen
SPANISH CHEESE MARCA EXCLUSIVA,Queso Cabra Curado Al Romero Spanish Cheese Marca Exclusiva,400449.4,2726,146.9,gr,delicatessen
DI NARDI,Jamón Cordero Premium DI NARDI,96300,1000,96.3,gr,delicatessen
FRUTTELO,Cascos Papayuela Fruttelo 270 Gr,17900,270,66.3,gr,delicatessen
DELIPAVO,Pechuga De Pavo Ahumada C/Miel DELIPAVO,181200,1000,181.2,gr,delicatessen
COLANTA,Queso Tilsit Cuna COLANTA,106500,1000,106.5,gr,delicatessen
PARISIENNE,Jamón Artesanal Dulce PARISIENNE,64400,1000,64.4,gr,delicatessen
BOADAS FUNDADA EN 1880,Jamon Iberico Cebo 50% Al Corte Boadas FUNDADA EN 1880 90 Gr,53600,90,595.56,gr,delicatessen
ARGAL,Paté De Hígado De Cerdo ARGAL 240 Gr,10800,240,45,gr,delicatessen
SPANISH CHEESE MARCA EXCLUSIVA,Queso Oveja Curado Vino Dulce Spanish Cheese Marca Exclusiva,158900,1000,158.9,gr,delicatessen
SPANISH CHEESE MARCA EXCLUSIVA,Queso Cabr Curad 3 Mes Al Romero,26900,150,179.33,gr,delicatessen
CENTURION,Loncha CENTURION,52500,1000,52.5,gr,delicatessen
MONCASA,QUESO D OVEJA SEMICURADO SINLA MONCASA,166600,1000,166.6,gr,delicatessen
DELALLO MARCA EXCLUSIVA,Aceitunas Medley (Mix) DELALLO MARCA EXCLUSIVA,189900,1000,189.9,gr,delicatessen
LA FACTORIA GOURMET,Salami Pimienta LA FACTORIA GOURMET,124500,1000,124.5,gr,delicatessen
LA MAISON DU PATE,Pate Con Cebolla X 100 Gr,19900,100,199,gr,delicatessen
DELIPAVO,Pechuga De Pavo Selva Negra DELIPAVO,181400,1000,181.4,gr,delicatessen
BOADAS FUNDADA EN 1880,Chorizo Iberico Cebo 50% Extra Al Corte Boadas FUNDADA EN 1880 90 Gr,20300,90,225.56,gr,delicatessen
BOADAS FUNDADA EN 1880,Chorizo Extra 50% Duroc Petalos Boadas FUNDADA EN 1880 80 Gr,19100,80,238.75,gr,delicatessen
BOADAS FUNDADA EN 1880,Lomo Embuchado 50% Duroc Petalos Boadas FUNDADA EN 1880 80 Gr,20300,80,253.75,gr,delicatessen
ARGAL,Tapa Chorizo ARGAL 80 Gr,16700,80,208.75,gr,delicatessen
BOADAS FUNDADA EN 1880,Jamon Serrano Gran Reserva 50% Duroc Petalos Boadas FUNDADA EN 1880 80 Gr,25000,80,312.5,gr,delicatessen
CATALAN,Jamón York Con Especias CATALAN 210 Gr,17900,210,85.24,gr,delicatessen
POMONA,Salchicha Suiza Pomona 500 Gr,16600,500,33.2,gr,delicatessen
VILASECA,Tabla Lom Sal Pep Cho Ser VILASECA 150 Gr,45800,150,305.33,gr,delicatessen
VILASECA,Jamón Duroc Gran Reserva Lonch VILASECA 100 Gr,66300,100,663,gr,delicatessen
