marca,nombre_producto,precio,cantidad,precio_unidad,unidad,seccion
TOSH,GRANOLA CHOCOLATE TOSH 500 Gr,19900,500,39.8,gr,despensa
RIOPAILA,Azucar Blanca RIOPAILA 1000 Gr,4400,1000,4.4,gr,despensa
CARULLA,Arroz Blanco CARULLA 5000 Gr,19560,5003,3.91,gr,despensa
FRESCAMPO,Avena En Hojuelas FRESCAMPO 500 Gr,3900,500,7.8,gr,despensa
PROVIDENCIA,Azucar Organica PROVIDENCIA 850 Gr,5600,850,6.59,gr,despensa
ROA,Arroz Blanco Fortif 3Kg ROA 3000 Gr,13700,2998,4.57,gr,despensa
MAGGI,CALDO DE GALLINA 24 CUBOS MAGGI 264 Gr,11000,264,41.67,gr,despensa
MESA BAJA,Panela Pulverizada X 500 Gr,6700,500,13.4,gr,despensa
CORONA,Chocolate De Mesa Delicatto CORONA 142 Gr,4240,142,29.86,gr,despensa
LA CORUNA,PASTA DE TOMATE LA CORUNA 250 Gr,5600,250,22.4,gr,despensa
CHOCOLYNE,Chocolate CHOCOLYNE 200 Gr,10100,200,50.5,gr,despensa
DIANA,Arroz Premium DIANA 4000 Gr,33000,4000,8.25,gr,despensa
FRESCAMPO,Frijol Cargamanto Rosado FRESCAMPO 500 Gr,9000,500,18,gr,despensa
LUKAFE,Cafe Tostado Y Molido Intenso X 500 G,19200,500,38.4,gr,despensa
DUCALES,GALLETAS X 9 PAQTES DUCALES 243 Gr,5400,243,22.22,gr,despensa
NESCAFE,Cafe Instantaneo Tradición NESCAFE 231 Gr,23200,231,100.43,gr,despensa
REFISAL,Sal Vital Doy Pac REFISAL 500 Gr,10100,500,20.2,gr,despensa
ZENU,ARVEJA CON ZANAHORIA LATA ZENU 300 Gr,4080,190,21.47,gr,despensa
DORIA,Pasta Corriente Fideos DORIA 500 Gr,4700,500,9.4,gr,despensa
SOL,CHOCOLATE 50% MENOS AZÚCAR SOL 320 Gr,8100,320,25.31,gr,despensa
CARULLA,Azucar Moreno CARULLA 1000 Gr,4700,1000,4.7,gr,despensa
HINDU,Aromática Sabor Manzanilla X 20 Und,4000,18,222.22,gr,despensa
CASTELLANO,Arroz Integral CASTELLANO 1000 Gr,10150,1000,10.15,gr,despensa
TAEQ,GRANOLA LIGHT TAEQ 400 Gr,8000,400,20,gr,despensa
RITZ,Galletas Saladas Original RITZ 134.4 Gr,4900,134,36.46,gr,despensa
TAEQ,Gelatina Light Fresa TAEQ 12 Gr,1900,12,158.33,gr,despensa
LOK PREMIUM PRODUCTS,MIEL DE ABEJAS NATURAL LOK PREMIUM PRODUCTS 500 Gr,28000,500,56,gr,despensa
TOSTAO,Cafe Tostado Mol. Selecto TOSTAO 454 Gr,16900,454,37.22,gr,despensa
CORN FLAKES,CEREAL CORN FLAKES 500 Gr,18400,500,36.8,gr,despensa
CONZAZONI,PASTA ESPAGUETTI CONZAZONI 500 Gr,8700,500,17.4,gr,despensa
PREMIER,Aceite Girasol,55200,3000,18.4,ML,despensa
TOSH,Barras Tosh Yogurt Proteina 16 TOSH 162 Gr,10300,162,63.58,gr,despensa
TWININGS,Té English Breakfast TWININGS 20 Gr,9600,20,480,gr,despensa
BEST CHOICE,LECHE DE COCO BEST CHOICE 400 Ml,21400,400,53.5,ML,despensa
FLOR HUILA,Arroz Blanco FLOR HUILA 1000 Gr,4950,1000,4.95,gr,despensa
ROA,Arroz ROA 1000 Gr,4500,1000,4.5,gr,despensa
LA TOBIANA,Panela En Pastilla LA TOBIANA 500 Gr,3700,500,7.4,gr,despensa
SALTIN NOEL,GALLETAS DOBLE FIBRA SALTIN NOEL 216 Gr,4320,216,20,gr,despensa
ZENU,MAÍZ DULCE SIN AZÚCAR ZENU 241 Gr,6080,149,40.81,gr,despensa
AGUILA ROJA,Cafe Molido AGUILA ROJA 500 Gr,17800,500,35.6,gr,despensa
MONTICELLO,SALSA PASTA NAPOLITANA MONTICELLO 400 Gr,17500,400,43.75,gr,despensa
LA CORUNA,GARBANZO LA CORUNA 600 Gr,7900,600,13.17,gr,despensa
LA CORUNA,Aceituna Deshuesada LA CORUNA 250 Gr,7100,130,54.62,gr,despensa
RIOPAILA,Azucar Morena RIOPAILA 1000 Gr,4400,1000,4.4,gr,despensa
PAN,HARINA MAIZ BLANCA PAN 500 Gr,2750,500,5.5,gr,despensa
TOSH,Granola Almendra TOSH 500 Gr,20800,500,41.6,gr,despensa
NESCAFE DOLCE GUSTO,Capsulas De Cafe Americano NESCAFE DOLCE GUSTO 128 Gr,27100,128,211.72,gr,despensa
CANOLA LIFE,Aceite Canola 2000 Ml,35400,2000,17.7,ML,despensa
MONTICELLO,Aceitunas Negras MONTICELLO 340 Gr,13000,160,81.25,gr,despensa
LA CHINCA,PANELA MINI COQUITO LA CHINCA 660 Gr,4500,660,6.82,gr,despensa
COLCAFE,Cafe Instantaneo Clasico COLCAFE 170 Gr,20200,170,118.82,gr,despensa
DONA PEPA,Arroz Parborizado DONA PEPA 3000 Gr,23100,3000,7.7,gr,despensa
DORIA,Pasta Clásica Spaghetti X 500 Gr,4700,500,9.4,gr,despensa
TWININGS,Té Earl Grey TWININGS 20 Gr,9600,20,480,gr,despensa
LA CORUNA,PEPINILLO AGRIDULCE LA CORUNA 250 Gr,7900,140,56.43,gr,despensa
DORIA,Pasta Clásica Spaghetti X 1000 Gr,4760,1000,4.76,gr,despensa
RICOSTILLA,Caldo Costilla 12 Cubos RICOSTILLA 126 Gr,6500,126,51.59,gr,despensa
JUAN VALDEZ,Cafe Cumbre Premium JUAN VALDEZ 340 Gr,29900,340,87.94,gr,despensa
TAEQ,Lomitos De Atun En Agua TAEQ 170 Gr,5300,111,47.96,gr,despensa
TOSH,BARRA DE CEREAL CHOCOLATE TOSH 138 Gr,9200,138,66.67,gr,despensa
AJI-NO-MEN,SOPA INSTANT FIDEOS CARNE AJINOMEN 80 Gr,3000,80,37.5,gr,despensa
DORIA,Pasta Clásica Fideo X 250 Gr,2400,250,9.6,gr,despensa
ZENU,Atun Tripack Aceite Oliva ZENU 240 Gr,11760,156,75.38,gr,despensa
ZENU,Treepack Salchicha Res $Specia ZENU 450 Gr,9320,300,31.07,gr,despensa
HINDU,Aromática Surtida X 20 Und,6300,18,350,gr,despensa
MONTICELLO,PASTA FETTUCCINE MONTICELLO 500 Gr,8400,500,16.8,gr,despensa
REFISAL,Sal Dietetica REFISAL 120 Gr,4400,120,36.67,gr,despensa
DIETY,GELATINA CEREZA CAJA DIETY 13 Gr,2400,13,184.62,gr,despensa
FRESCAMPO,Frijol Bola Roja FRESCAMPO 1000 Gr,17500,1000,17.5,gr,despensa
DIANA,Arroz Vitamor DIANA 5000 Gr,26600,5000,5.32,gr,despensa
ZENU,DUO MAIZ SUPER SWEET LATA ZENU 482 Gr,0,null,0,null,despensa
RICOSTILLA,Desmen Costil Pag10 Llv12 Unid RICOSTILLA 90 Gr,4800,90,53.33,gr,despensa
CORONA,Chocolate Cyc B,6640,500,13.28,gr,despensa
QUAKER,Avena En Hojuelas Original QUAKER 350 Gr,7400,350,21.14,gr,despensa
CARULLA,GRANOLA MIEL CARULLA 500 Gr,6680,500,13.36,gr,despensa
MAGGI,BASE PARA SALSA BOLOGNESA MAGGI 50 Gr,3700,50,74,gr,despensa
MAGGI,SALSA BECHAMEL MAGGI 50 Gr,3700,50,74,gr,despensa
JUAN VALDEZ,Cafe Tostado Molido JUAN VALDEZ 454 Gr,34100,454,75.11,gr,despensa
FLIPS,CEREAL CHOCOLATE FLIPS 320 Gr,17000,320,53.13,gr,despensa
RICO,CALDO RICO 132 Gr,5800,132,43.94,gr,despensa
ZENU,FRIJOL ANTIOQUENO ZENU 580 Gr,7760,580,13.38,gr,despensa
CASTELLANO,Arroz Jazmin CASTELLANO 500 Gr,15000,500,30,gr,despensa
RITZ,Galletas Saladas Queso RITZ 204 Gr,8700,204,42.65,gr,despensa
AJI-NO-MEN,SOPA INSTANT FIDEOS ORIENTAL AJINOMEN 80 Gr,2600,80,32.5,gr,despensa
P & I GOURMET,Pimienta Negra Entera P & I GOURMET 20 Gr,3000,20,150,gr,despensa
MAGGI,CREMA DE TOMATE MAGGI 76 Gr,3300,76,43.42,gr,despensa
MUSLI,CEREAL COSECHA ROJA MUSLI 480 Gr,29500,480,61.46,gr,despensa
CHANG & CHAN,SALSA DE SOYA CHANG & CHAN 1000 Gr,15700,1000,15.7,gr,despensa
MAGGI,CREMA DE CHAMPINONES MAGGI 72 Gr,3300,72,45.83,gr,despensa
EL REY,CHAPETA CLAVO PEPA 9g EL REY 9 Gr,1600,9,177.78,gr,despensa
BUENDIA,Cafe Buen Dia Liofilizado BUENDIA 170 Gr,22200,170,130.59,gr,despensa
HACIENDA GUZMAN MARCA EXCLUSIV,ACEITE OLIVA ESPANOL EX.VIRGEN HACIENDA GUZMAN MARCA EXCLUSIV 750 Cm3,33000,750,44,Cm3,despensa
HINDU,Te Caja X 50 Und,11700,80,146.25,gr,despensa
MARIA JOSEFA DE GALLO,Vinagre De Manzana MARIA JOSEFA DE GALLO 500 Ml,11200,500,22.4,ML,despensa
CONZAZONI,SPAGUETTI VERMICELLI CONZAZONI 1000 Gr,9225,999,9.23,gr,despensa
CARULLA,Arroz Blanco CARULLA 1000 Gr,5050,1000,5.05,gr,despensa
LEVAPAN,Esencia Vainilla Blanca LEVAPAN 60 Ml,4700,60,78.33,ML,despensa
DIETY,Gelatina Mora Caja DIETY 13 Gr,2400,13,184.62,gr,despensa
CARBONELL MARCA EXCLUSIVA,Aceite Oliva Virgen Extra Pet CARBONELL MARCA EXCLUSIVA 2000 Ml,71900,2000,35.95,ML,despensa
FRUCO,Mayonesa Fruco Doypack X 600 Gr,15400,600,25.67,gr,despensa
BARILLA MARCA EXCLUSIVA,Tagliatelle. BARILLA MARCA EXCLUSIVA 500 Gr,14700,500,29.4,gr,despensa
PIETRAN,Guacamole 200 Gr,13200,200,66,gr,despensa
COLMANS,Vinagre Blanco Especial COLMANS 500 Ml,3600,500,7.2,ML,despensa
CARULLA,Azucar Moreno CARULLA 2500 Gr,10200,2500,4.08,gr,despensa
IN CAUCA,Azucar Blanca In Cauca 1000 Gr,4400,1000,4.4,gr,despensa
LA CONSTANCIA,MOSTANEZA DOY PACK LA CONSTANCIA 380 Gr,10500,380,27.63,gr,despensa
ZENU,CHILE CON CARNE ZENU 440 Gr,10800,440,24.55,gr,despensa
KRAFT,MAYONESA EN ACEITE OLIVA KRAFT 650 Ml,25900,650,39.85,ML,despensa
REFISAL,Sal Rosada Himalaya Doy Pack REFISAL 400 Gr,20500,400,51.25,gr,despensa
BARILLA MARCA EXCLUSIVA,Pasta Farfalle. BARILLA MARCA EXCLUSIVA 500 Gr,9525,500,19.05,gr,despensa
LA CORUNA,Alcaparra Extrafina LA CORUNA 125 Gr,8600,70,122.86,gr,despensa
FRUCO,SALSA DE SOYA FRUCO 154 Ml,5200,154,33.77,ML,despensa
EL REY,CHAPETA AJO MOLIDO 55g EL REY 55 Gr,1500,55,27.27,gr,despensa
SELLO ROJO,CAFE MOLIDO DESCAFEINADO SELLO ROJO 250 Gr,14000,250,56,gr,despensa
VAN CAMPS,Atún En Aceite VAN CAMPS 160 Gr,8900,104,85.58,gr,despensa
BARILLA MARCA EXCLUSIVA,Spaguetti. BARILLA MARCA EXCLUSIVA 1000 Gr,19000,1000,19,gr,despensa
FLORESUR MARCA EXCLUSIVA,Aceituna Verde Sin Hueso Bolsa Doy Pack,11000,350,31.43,gr,despensa
INSTACREM,Caja En Sobres INSTACREM 144 Gr,6200,144,43.06,gr,despensa
ZENU,ARVEJAS LATA ZENU 300 Gr,3440,190,18.11,gr,despensa
